"id","country","district","gender","trial","item_A","item_B","item_C","best_overall","worst_overall","best_taste","worst_taste","best_color","worst_color","best_describe","worst_describe","community","age","geno_test","region"
983,"Ghana","Upper East","Man","community","PG17140-N2","PG17362-N1","CRI-Apomuden","A","C",NA,NA,NA,NA,NA,NA,"Bawku","32","advanced_trial",NA
986,"Ghana","Upper East","Woman","community","PG17362-N1","PG17412-N2","PG17136-N1","C","B",NA,NA,NA,NA,NA,NA,"Bawku","67","advanced_trial",NA
988,"Ghana","Upper East","Woman","community","SARI-Nan","CIP442162","PG17362-N1","B","A",NA,NA,NA,NA,NA,NA,"Bawku","50","advanced_trial",NA
990,"Ghana","Upper East","Woman","community","PG17206-N5","PG17412-N2","CIP442162","B","A",NA,NA,NA,NA,NA,NA,"Bawku","70","advanced_trial",NA
994,"Ghana","Upper East","Woman","community","PG17412-N2","SARI-Diedi (Tu-Purple)","SARI-Nan","C","B",NA,NA,NA,NA,NA,NA,"Bawku","55","advanced_trial",NA
996,"Ghana","Upper East","Woman","community","SARI-Nan","PG17305-N1","PG17206-N5","C","A",NA,NA,NA,NA,NA,NA,"Bawku","40","advanced_trial",NA
998,"Ghana","Upper East","Woman","community","PG17206-N5","SARI-Diedi (Tu-Purple)","CRI-Ligri","A","B",NA,NA,NA,NA,NA,NA,"Bawku","45","advanced_trial",NA
1001,"Ghana","Upper East","Man","community","PG17305-N1","CRI-Ligri","SARI-Diedi (Tu-Purple)","A","C",NA,NA,NA,NA,NA,NA,"Bawku","19","advanced_trial",NA
1003,"Ghana","Upper East","Woman","community","SARI-Nyumingre (Obare)","CRI-Ligri","PG17305-N1","A","B",NA,NA,NA,NA,NA,NA,"Bawku","35","advanced_trial",NA
1005,"Ghana","Upper East","Woman","community","SARI-Nyumingre (Obare)","PG17265-N1","CRI-Ligri","B","A",NA,NA,NA,NA,NA,NA,"Bawku","67","advanced_trial",NA
1006,"Ghana","Upper East","Woman","community","PG17265-N1","SARI-Nyumingre (Obare)","PG17140-N2","C","A",NA,NA,NA,NA,NA,NA,"Bawku","25","advanced_trial",NA
1008,"Ghana","Upper East","Man","community","CRI-Apomuden","PG17265-N1","PG17140-N2","A","B",NA,NA,NA,NA,NA,NA,"Bawku","29","advanced_trial",NA
1010,"Ghana","Upper East","Man","community","CRI-Apomuden","PG17140-N2","PG17136-N1","A","B",NA,NA,NA,NA,NA,NA,"Bawku","26","advanced_trial",NA
1012,"Ghana","Upper East","Man","community","CRI-Apomuden","PG17136-N1","PG17362-N1","B","A",NA,NA,NA,NA,NA,NA,"Bawku","23","advanced_trial",NA
1016,"Ghana","Upper East","Woman","community","PG17362-N1","CIP442162","PG17136-N1","A","B",NA,NA,NA,NA,NA,NA,"Bawku","18","advanced_trial",NA
1018,"Ghana","Upper East","Woman","community","CIP442162","PG17362-N1","PG17412-N2","A","B",NA,NA,NA,NA,NA,NA,"Bawku","60","advanced_trial",NA
1021,"Ghana","Upper East","Woman","community","PG17206-N5","SARI-Nan","PG17412-N2","B","C",NA,NA,NA,NA,NA,NA,"Bawku","25","advanced_trial",NA
1023,"Ghana","Upper East","Woman","community","SARI-Nan","SARI-Diedi (Tu-Purple)","PG17206-N5","C","B",NA,NA,NA,NA,NA,NA,"Bawku","54","advanced_trial",NA
1026,"Ghana","Upper East","Woman","community","PG17305-N1","SARI-Diedi (Tu-Purple)","PG17206-N5","C","A",NA,NA,NA,NA,NA,NA,"Bawku","40","advanced_trial",NA
1027,"Ghana","Upper West","Woman","community","SARI-Nan","SARI-Diedi (Tu-Purple)","CIP442162","A","B",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","42","advanced_trial",NA
1029,"Ghana","Upper West","Woman","community","PG17412-N2","PG17206-N5","PG17305-N1","A","B",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","40","advanced_trial",NA
1031,"Ghana","Upper West","Woman","community","CRI-Ligri","SARI-Diedi (Tu-Purple)","SARI-Nan","C","B",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","43","advanced_trial",NA
1034,"Ghana","Upper West","Woman","community","PG17305-N1","SARI-Nyumingre (Obare)","PG17206-N5","A","C",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","35","advanced_trial",NA
1037,"Ghana","Upper West","Woman","community","PG17265-N1","SARI-Diedi (Tu-Purple)","CRI-Ligri","A","C",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","30","advanced_trial",NA
1040,"Ghana","Upper West","Woman","community","SARI-Nyumingre (Obare)","PG17140-N2","PG17305-N1","A","B",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","40","advanced_trial",NA
1041,"Ghana","Upper West","Woman","community","CRI-Apomuden","CRI-Ligri","PG17265-N1","B","C",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","35","advanced_trial",NA
1044,"Ghana","Upper West","Woman","community","SARI-Nyumingre (Obare)","PG17136-N1","PG17140-N2","A","C",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","20","advanced_trial",NA
1045,"Ghana","Upper West","Woman","community","PG17265-N1","PG17362-N1","CRI-Apomuden","A","B",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","45","advanced_trial",NA
1047,"Ghana","Upper West","Woman","community","PG17136-N1","PG17140-N2","CIP442162","A","C",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","70","advanced_trial",NA
1049,"Ghana","Upper West","Woman","community","CRI-Apomuden","PG17412-N2","PG17362-N1","C","A",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","52","advanced_trial",NA
1051,"Ghana","Upper West","Woman","community","CIP442162","PG17136-N1","SARI-Nan","A","B",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","28","advanced_trial",NA
1053,"Ghana","Upper West","Woman","community","PG17412-N2","PG17362-N1","PG17206-N5","B","A",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","39","advanced_trial",NA
1055,"Ghana","Upper West","Woman","community","SARI-Nan","PG17265-N1","SARI-Diedi (Tu-Purple)","A","C",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","30","advanced_trial",NA
1059,"Ghana","Upper West","Woman","community","PG17140-N2","PG17206-N5","PG17305-N1","C","B",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","35","advanced_trial",NA
1062,"Ghana","Upper West","Woman","community","SARI-Diedi (Tu-Purple)","CRI-Apomuden","CRI-Ligri","C","A",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","34","advanced_trial",NA
1063,"Ghana","Upper West","Woman","community","PG17136-N1","PG17305-N1","SARI-Nyumingre (Obare)","B","C",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","38","advanced_trial",NA
1065,"Ghana","Upper West","Woman","community","PG17265-N1","PG17362-N1","CRI-Ligri","C","A",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","40","advanced_trial",NA
1067,"Ghana","Upper West","Woman","community","PG17140-N2","SARI-Nyumingre (Obare)","CIP442162","C","B",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","40","advanced_trial",NA
1069,"Ghana","Upper West","Woman","community","PG17412-N2","PG17265-N1","CRI-Apomuden","B","C",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","20","advanced_trial",NA
1071,"Ghana","Upper West","Man","community","PG17140-N2","SARI-Nan","PG17136-N1","B","A",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","43","advanced_trial",NA
1073,"Ghana","Upper West","Woman","community","PG17206-N5","CRI-Apomuden","PG17362-N1","B","A",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","30","advanced_trial",NA
1075,"Ghana","Upper West","Woman","community","PG17136-N1","SARI-Diedi (Tu-Purple)","CIP442162","B","A",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","25","advanced_trial",NA
1078,"Ghana","Upper West","Man","community","PG17305-N1","PG17362-N1","PG17412-N2","B","C",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","49","advanced_trial",NA
1081,"Ghana","Upper West","Woman","community","CRI-Ligri","CIP442162","SARI-Nan","C","B",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","32","advanced_trial",NA
1084,"Ghana","Upper West","Woman","community","SARI-Nyumingre (Obare)","PG17206-N5","PG17412-N2","A","C",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","25","advanced_trial",NA
1085,"Ghana","Upper West","Woman","community","PG17136-N1","CIP442162","SARI-Diedi (Tu-Purple)","A","B",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","27","advanced_trial",NA
1088,"Ghana","Upper West","Man","community","PG17305-N1","PG17362-N1","PG17412-N2","B","C",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","32","advanced_trial",NA
1089,"Ghana","Upper West","Woman","community","CRI-Ligri","CIP442162","SARI-Nan","B","C",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","29","advanced_trial",NA
1091,"Ghana","Upper West","Woman","community","PG17206-N5","PG17412-N2","SARI-Nyumingre (Obare)","C","B",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","30","advanced_trial",NA
1094,"Ghana","Upper West","Woman","community","SARI-Diedi (Tu-Purple)","SARI-Nan","PG17265-N1","B","A",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","50","advanced_trial",NA
1095,"Ghana","Upper West","Woman","community","PG17140-N2","PG17206-N5","PG17305-N1","C","A",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","30","advanced_trial",NA
1097,"Ghana","Upper West","Woman","community","CRI-Ligri","CRI-Apomuden","SARI-Diedi (Tu-Purple)","C","B",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","48","advanced_trial",NA
1100,"Ghana","Upper West","Woman","community","SARI-Nyumingre (Obare)","PG17305-N1","PG17136-N1","B","A",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","31","advanced_trial",NA
1103,"Ghana","Upper West","Woman","community","PG17265-N1","CRI-Ligri","PG17362-N1","B","C",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","49","advanced_trial",NA
1106,"Ghana","Upper West","Woman","community","SARI-Nyumingre (Obare)","CIP442162","PG17140-N2","A","B",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","70","advanced_trial",NA
1107,"Ghana","Upper West","Woman","community","CRI-Apomuden","PG17265-N1","PG17412-N2","C","A",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","40","advanced_trial",NA
1109,"Ghana","Upper West","Woman","community","PG17140-N2","SARI-Nan","PG17136-N1","C","A",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","30","advanced_trial",NA
1111,"Ghana","Upper West","Woman","community","PG17362-N1","PG17206-N5","CRI-Apomuden","A","C",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","35","advanced_trial",NA
1113,"Ghana","Upper West","Woman","community","CIP442162","CRI-Apomuden","SARI-Diedi (Tu-Purple)","C","A",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","40","advanced_trial",NA
1116,"Ghana","Upper West","Woman","community","PG17305-N1","PG17136-N1","PG17412-N2","B","C",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","28","advanced_trial",NA
1117,"Ghana","Upper West","Woman","community","PG17362-N1","CRI-Ligri","SARI-Nan","C","B",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","35","advanced_trial",NA
1120,"Ghana","Upper West","Woman","community","SARI-Nyumingre (Obare)","CIP442162","PG17206-N5","C","B",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","40","advanced_trial",NA
1121,"Ghana","Upper West","Woman","community","PG17265-N1","PG17412-N2","SARI-Diedi (Tu-Purple)","A","B",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","45","advanced_trial",NA
1125,"Ghana","Upper West","Woman","community","PG17140-N2","PG17305-N1","SARI-Nan","B","A",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","30","advanced_trial",NA
1127,"Ghana","Upper West","Woman","community","CRI-Apomuden","PG17206-N5","CRI-Ligri","A","B",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","29","advanced_trial",NA
1130,"Ghana","Upper West","Woman","community","SARI-Nyumingre (Obare)","SARI-Diedi (Tu-Purple)","PG17136-N1","C","B",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","34","advanced_trial",NA
1131,"Ghana","Upper West","Man","community","PG17265-N1","PG17362-N1","PG17305-N1","C","B",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","32","advanced_trial",NA
1133,"Ghana","Upper West","Man","community","CIP442162","CRI-Ligri","PG17140-N2","B","C",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","25","advanced_trial",NA
1136,"Ghana","Upper West","Woman","community","SARI-Nyumingre (Obare)","PG17412-N2","CRI-Apomuden","C","B",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","19","advanced_trial",NA
1137,"Ghana","Upper West","Woman","community","SARI-Nan","PG17136-N1","PG17265-N1","B","C",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","46","advanced_trial",NA
1139,"Ghana","Upper West","Woman","community","PG17206-N5","PG17140-N2","PG17362-N1","C","B",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","46","advanced_trial",NA
1142,"Ghana","Upper West","Woman","community","SARI-Diedi (Tu-Purple)","PG17362-N1","PG17265-N1","B","A",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","34","advanced_trial",NA
1144,"Ghana","Upper West","Man","community","PG17305-N1","PG17140-N2","CIP442162","A","B",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","42","advanced_trial",NA
1147,"Ghana","Upper West","Woman","community","PG17412-N2","CRI-Ligri","CRI-Apomuden","B","C",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","35","advanced_trial",NA
1149,"Ghana","Upper West","Woman","community","PG17136-N1","SARI-Nyumingre (Obare)","SARI-Nan","B","C",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","29","advanced_trial",NA
1151,"Ghana","Upper West","Woman","community","PG17362-N1","PG17265-N1","PG17206-N5","C","A",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","40","advanced_trial",NA
1153,"Ghana","Upper West","Woman","community","CIP442162","SARI-Diedi (Tu-Purple)","PG17140-N2","B","C",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","40","advanced_trial",NA
1155,"Ghana","Upper West","Woman","community","PG17412-N2","PG17305-N1","CRI-Apomuden","C","A",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","40","advanced_trial",NA
1157,"Ghana","Upper West","Man","community","PG17136-N1","CRI-Ligri","SARI-Nan","C","B",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","37","advanced_trial",NA
1159,"Ghana","Upper West","Man","community","PG17206-N5","PG17362-N1","SARI-Nyumingre (Obare)","C","A",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","30","advanced_trial",NA
1162,"Ghana","Upper West","Woman","community","SARI-Diedi (Tu-Purple)","PG17265-N1","CIP442162","A","C",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","35","advanced_trial",NA
1164,"Ghana","Upper West","Woman","community","PG17305-N1","PG17412-N2","PG17140-N2","B","C",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","30","advanced_trial",NA
1165,"Ghana","Upper West","Woman","community","CRI-Apomuden","SARI-Nan","CRI-Ligri","C","A",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","33","advanced_trial",NA
1169,"Ghana","Upper West","Woman","community","PG17206-N5","SARI-Nyumingre (Obare)","PG17136-N1","C","A",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","49","advanced_trial",NA
1171,"Ghana","Upper West","Woman","community","PG17362-N1","SARI-Diedi (Tu-Purple)","CRI-Ligri","A","B",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","40","advanced_trial",NA
1174,"Ghana","Upper West","Woman","community","PG17305-N1","CIP442162","SARI-Nyumingre (Obare)","A","B",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","40","advanced_trial",NA
1175,"Ghana","Upper West","Woman","community","CRI-Ligri","PG17412-N2","PG17265-N1","A","B",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","40","advanced_trial",NA
1177,"Ghana","Upper West","Man","community","SARI-Nan","SARI-Nyumingre (Obare)","PG17140-N2","A","C",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","40","advanced_trial",NA
1179,"Ghana","Upper West","Woman","community","CRI-Apomuden","PG17265-N1","PG17206-N5","C","B",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","40","advanced_trial",NA
1182,"Ghana","Upper West","Woman","community","SARI-Diedi (Tu-Purple)","PG17140-N2","PG17136-N1","C","B",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","45","advanced_trial",NA
1183,"Ghana","Upper West","Woman","community","PG17362-N1","CRI-Apomuden","PG17305-N1","C","B",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","32","advanced_trial",NA
1185,"Ghana","Upper West","Woman","community","CRI-Ligri","PG17136-N1","CIP442162","A","C",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","25","advanced_trial",NA
1187,"Ghana","Upper West","Woman","community","PG17362-N1","SARI-Nyumingre (Obare)","PG17412-N2","B","C",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","40","advanced_trial",NA
1193,"Ghana","Upper West","Woman","community","CIP442162","PG17265-N1","SARI-Nan","A","B",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","31","advanced_trial",NA
1195,"Ghana","Upper West","Woman","community","PG17206-N5","PG17140-N2","PG17412-N2","C","A",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","20","advanced_trial",NA
1198,"Ghana","Upper West","Woman","community","SARI-Diedi (Tu-Purple)","CRI-Apomuden","SARI-Nan","B","A",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","74","advanced_trial",NA
1199,"Ghana","Upper West","Woman","community","PG17206-N5","PG17136-N1","PG17305-N1","B","A",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","30","advanced_trial",NA
1202,"Ghana","Upper West","Woman","community","SARI-Diedi (Tu-Purple)","PG17136-N1","PG17265-N1","C","A",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","20","advanced_trial",NA
1203,"Ghana","Upper West","Man","community","PG17362-N1","PG17305-N1","PG17140-N2","A","C",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","24","advanced_trial",NA
1205,"Ghana","Upper West","Woman","community","CRI-Apomuden","CIP442162","CRI-Ligri","C","A",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","25","advanced_trial",NA
1207,"Ghana","Upper West","Woman","community","PG17136-N1","PG17412-N2","SARI-Nyumingre (Obare)","C","B",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","20","advanced_trial",NA
1209,"Ghana","Upper West","Woman","community","PG17265-N1","SARI-Nan","PG17362-N1","B","C",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","19","advanced_trial",NA
1211,"Ghana","Upper West","Woman","community","CIP442162","PG17206-N5","PG17140-N2","C","A",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","21","advanced_trial",NA
1215,"Ghana","Upper West","Woman","community","CRI-Apomuden","PG17412-N2","SARI-Diedi (Tu-Purple)","C","B",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","17","advanced_trial",NA
1217,"Ghana","Upper West","Woman","community","PG17136-N1","SARI-Nan","PG17305-N1","B","C",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","25","advanced_trial",NA
1219,"Ghana","Upper West","Woman","community","PG17206-N5","CRI-Ligri","PG17362-N1","B","A",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","18","advanced_trial",NA
1221,"Ghana","Upper West","Woman","community","CIP442162","SARI-Diedi (Tu-Purple)","SARI-Nyumingre (Obare)","C","B",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","38","advanced_trial",NA
1223,"Ghana","Upper West","Woman","community","PG17265-N1","PG17305-N1","PG17412-N2","C","A",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","30","advanced_trial",NA
1225,"Ghana","Upper West","Woman","community","SARI-Nan","PG17140-N2","CRI-Ligri","A","B",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","20","advanced_trial",NA
1228,"Ghana","Upper West","Woman","community","SARI-Nyumingre (Obare)","CRI-Apomuden","PG17206-N5","A","C",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","23","advanced_trial",NA
1230,"Ghana","Upper West","Woman","community","SARI-Nyumingre (Obare)","PG17140-N2","SARI-Diedi (Tu-Purple)","A","B",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","29","advanced_trial",NA
1231,"Ghana","Upper West","Woman","community","PG17265-N1","PG17305-N1","CRI-Apomuden","B","C",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","41","advanced_trial",NA
1233,"Ghana","Upper West","Woman","community","PG17140-N2","CRI-Ligri","PG17136-N1","B","A",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","21","advanced_trial",NA
1237,"Ghana","Upper West","Woman","community","CRI-Apomuden","SARI-Nyumingre (Obare)","PG17362-N1","A","C",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","40","advanced_trial",NA
1239,"Ghana","Upper West","Woman","community","CIP442162","PG17265-N1","PG17136-N1","C","B",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","35","advanced_trial",NA
1241,"Ghana","Upper West","Woman","community","PG17362-N1","PG17140-N2","PG17412-N2","C","A",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","35","advanced_trial",NA
1243,"Ghana","Upper West","Woman","community","SARI-Nan","CRI-Apomuden","CIP442162","A","C",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","48","advanced_trial",NA
1245,"Ghana","Upper West","Woman","community","PG17412-N2","PG17136-N1","PG17206-N5","B","A",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","20","advanced_trial",NA
1247,"Ghana","Upper West","Woman","community","PG17362-N1","SARI-Nan","SARI-Diedi (Tu-Purple)","A","C",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","34","advanced_trial",NA
1249,"Ghana","Upper West","Man","community","CIP442162","PG17305-N1","PG17206-N5","B","A",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","60","advanced_trial",NA
1252,"Ghana","Upper West","Woman","community","SARI-Diedi (Tu-Purple)","PG17412-N2","CRI-Ligri","C","B",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","28","advanced_trial",NA
1254,"Ghana","Upper West","Man","community","PG17305-N1","SARI-Nan","SARI-Nyumingre (Obare)","A","C",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","25","advanced_trial",NA
1255,"Ghana","Upper West","Woman","community","CRI-Ligri","PG17206-N5","PG17265-N1","C","B",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","50","advanced_trial",NA
1259,"Ghana","Upper West","Woman","community","CRI-Ligri","SARI-Diedi (Tu-Purple)","PG17265-N1","A","B",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","18","advanced_trial",NA
1261,"Ghana","Upper West","Man","community","PG17140-N2","SARI-Nyumingre (Obare)","PG17305-N1","B","A",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","45","advanced_trial",NA
1263,"Ghana","Upper West","Woman","community","CRI-Ligri","PG17265-N1","CRI-Apomuden","A","C",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","40","advanced_trial",NA
1265,"Ghana","Upper West","Man","community","PG17140-N2","PG17136-N1","SARI-Nyumingre (Obare)","C","A",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","40","advanced_trial",NA
1267,"Ghana","Upper West","Man","community","CRI-Apomuden","PG17362-N1","PG17265-N1","B","A",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","45","advanced_trial",NA
1269,"Ghana","Upper West","Woman","community","PG17136-N1","CIP442162","PG17140-N2","A","C",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","21","advanced_trial",NA
1271,"Ghana","Upper West","Woman","community","PG17412-N2","CRI-Apomuden","PG17362-N1","A","C",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","23","advanced_trial",NA
1273,"Ghana","Upper West","Woman","community","SARI-Nan","CIP442162","PG17136-N1","C","B",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","22","advanced_trial",NA
1275,"Ghana","Upper West","Man","community","PG17412-N2","PG17206-N5","PG17362-N1","A","B",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","31","advanced_trial",NA
1278,"Ghana","Upper West","Woman","community","SARI-Diedi (Tu-Purple)","SARI-Nan","CIP442162","B","A",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","34","advanced_trial",NA
1281,"Ghana","Upper West","Woman","community","PG17412-N2","PG17305-N1","PG17206-N5","A","B",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","50","advanced_trial",NA
1283,"Ghana","Upper West","Man","community","SARI-Nan","CRI-Ligri","SARI-Diedi (Tu-Purple)","A","C",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","41","advanced_trial",NA
1285,"Ghana","Upper West","Woman","community","PG17206-N5","SARI-Nyumingre (Obare)","PG17305-N1","B","C",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","35","advanced_trial",NA
1288,"Ghana","Upper West","Woman","community","SARI-Diedi (Tu-Purple)","SARI-Nyumingre (Obare)","CRI-Ligri","B","A",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","32","advanced_trial",NA
1290,"Ghana","Upper West","Man","community","PG17305-N1","PG17265-N1","SARI-Nyumingre (Obare)","C","A",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","40","advanced_trial",NA
1291,"Ghana","Upper West","Man","community","CRI-Ligri","PG17140-N2","PG17265-N1","C","B",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","40","advanced_trial",NA
1293,"Ghana","Upper West","Woman","community","PG17140-N2","CRI-Apomuden","SARI-Nyumingre (Obare)","C","A",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","25","advanced_trial",NA
1295,"Ghana","Upper West","Woman","community","PG17265-N1","PG17136-N1","CRI-Apomuden","A","B",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","35","advanced_trial",NA
1297,"Ghana","Upper West","Man","community","PG17136-N1","PG17362-N1","PG17140-N2","B","C",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","78","advanced_trial",NA
1299,"Ghana","Upper West","Woman","community","PG17362-N1","CIP442162","CRI-Apomuden","C","A",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","37","advanced_trial",NA
1303,"Ghana","Upper West","Woman","community","CIP442162","PG17412-N2","PG17136-N1","C","B",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","60","advanced_trial",NA
1305,"Ghana","Upper West","Man","community","PG17412-N2","SARI-Nan","PG17362-N1","C","B",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","28","advanced_trial",NA
1307,"Ghana","Upper West","Woman","community","SARI-Nan","PG17206-N5","CIP442162","C","A",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","55","advanced_trial",NA
1309,"Ghana","Upper West","Man","community","PG17206-N5","SARI-Diedi (Tu-Purple)","PG17412-N2","A","B",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","35","advanced_trial",NA
