"id","country","district","gender","trial","item_A","item_B","item_C","best_overall","worst_overall","best_taste","worst_taste","best_color","worst_color","best_describe","worst_describe","community","age","geno_test","region"
1311,"Ghana","Upper West","Woman","community","SARI-Nan","PG17305-N1","SARI-Diedi (Tu-Purple)","B","C",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","25","advanced_trial",NA
1314,"Ghana","Upper West","Man","community","PG17305-N1","CRI-Ligri","PG17206-N5","C","B",NA,NA,NA,NA,NA,NA,"Tumu(Gwollu)","55","advanced_trial",NA
754,"Ghana","Northern","Woman","community","CRI-Apomuden","SARI-Nyumingre (Obare)","SARI-Nan","C","A",NA,NA,NA,NA,NA,NA,"Kumbungu","18","variety_trial",NA
972,"Ghana","Northern","Man","community","SARI-Nan","CRI-Ligri","CRI-Apomuden","B","C",NA,NA,NA,NA,NA,NA,"Kumbungu","36","variety_trial",NA
1192,"Ghana","Northern","Man","community","SARI-Diedi (Tu-Purple)","CRI-Apomuden","CRI-Ligri","A","C",NA,NA,NA,NA,NA,NA,"Kumbungu","23","variety_trial",NA
1326,"Ghana","Northern","Man","community","SARI-Diedi (Tu-Purple)","CRI-Ligri","PGN16021-39","A","B",NA,NA,NA,NA,NA,NA,"Kumbungu","20","variety_trial",NA
1348,"Ghana","Northern","Woman","community","PGN16024-27","SARI-Diedi (Tu-Purple)","PGN16021-39","B","C",NA,NA,NA,NA,NA,NA,"Kumbungu","45","variety_trial",NA
1369,"Ghana","Northern","Woman","community","PGN16021-39","PGN16024-27","PGN16024-28","B","A",NA,NA,NA,NA,NA,NA,"Kumbungu","17","variety_trial",NA
1391,"Ghana","Northern","Woman","community","PGN16024-28","PGN16024-27","PGN16030-30","B","A",NA,NA,NA,NA,NA,NA,"Kumbungu","46","variety_trial",NA
1413,"Ghana","Northern","Woman","community","PGN16030-30","PGN16024-28","PGN16092-6","B","C",NA,NA,NA,NA,NA,NA,"Kumbungu","46","variety_trial",NA
1434,"Ghana","Northern","Man","community","PGN16092-6","PGN16030-30","PGN16130-4","A","C",NA,NA,NA,NA,NA,NA,"Kumbungu","20","variety_trial",NA
559,"Ghana","Northern","Man","community","PGN16130-4","PGN16203-18","PGN16092-6","A","B",NA,NA,NA,NA,NA,NA,"Kumbungu","24","variety_trial",NA
580,"Ghana","Northern","Man","community","PGN16203-18","PGN14011-24","PGN16130-4","C","B",NA,NA,NA,NA,NA,NA,"Kumbungu","40","variety_trial",NA
601,"Ghana","Northern","Woman","community","SARI-Nyumingre (Obare)","PGN16203-18","PGN14011-24","B","A",NA,NA,NA,NA,NA,NA,"Kumbungu","51","variety_trial",NA
623,"Ghana","Northern","Woman","community","PGN14011-24","SARI-Nan","SARI-Nyumingre (Obare)","C","A",NA,NA,NA,NA,NA,NA,"Kumbungu","25","variety_trial",NA
644,"Ghana","Northern","Woman","community","PGN16021-39","CRI-Apomuden","SARI-Nan","C","A",NA,NA,NA,NA,NA,NA,"Kumbungu","30","variety_trial",NA
666,"Ghana","Northern","Woman","community","CRI-Apomuden","PGN16024-27","CRI-Ligri","A","B",NA,NA,NA,NA,NA,NA,"Kumbungu","45","variety_trial",NA
688,"Ghana","Northern","Woman","community","CRI-Ligri","PGN16024-28","SARI-Diedi (Tu-Purple)","A","C",NA,NA,NA,NA,NA,NA,"Kumbungu","32","variety_trial",NA
710,"Ghana","Northern","Woman","community","PGN16021-39","PGN16030-30","SARI-Diedi (Tu-Purple)","A","B",NA,NA,NA,NA,NA,NA,"Kumbungu","45","variety_trial",NA
731,"Ghana","Northern","Woman","community","PGN16021-39","PGN16092-6","PGN16024-27","A","B",NA,NA,NA,NA,NA,NA,"Kumbungu","41","variety_trial",NA
753,"Ghana","Northern","Woman","community","PGN16024-28","PGN16130-4","PGN16024-27","C","B",NA,NA,NA,NA,NA,NA,"Kumbungu","45","variety_trial",NA
777,"Ghana","Northern","Woman","community","PGN16203-18","PGN16024-28","PGN16030-30","A","C",NA,NA,NA,NA,NA,NA,"Kumbungu","50","variety_trial",NA
799,"Ghana","Northern","Man","community","PGN16030-30","PGN14011-24","PGN16092-6","A","C",NA,NA,NA,NA,NA,NA,"Kumbungu","20","variety_trial",NA
821,"Ghana","Northern","Woman","community","PGN16092-6","PGN16130-4","SARI-Nyumingre (Obare)","C","A",NA,NA,NA,NA,NA,NA,"Kumbungu","19","variety_trial",NA
842,"Ghana","Northern","Woman","community","SARI-Nan","PGN16203-18","PGN16130-4","B","C",NA,NA,NA,NA,NA,NA,"Kumbungu","50","variety_trial",NA
863,"Ghana","Northern","Man","community","PGN14011-24","CRI-Apomuden","PGN16203-18","C","A",NA,NA,NA,NA,NA,NA,"Kumbungu","27","variety_trial",NA
885,"Ghana","Northern","Woman","community","SARI-Nyumingre (Obare)","CRI-Ligri","PGN14011-24","A","C",NA,NA,NA,NA,NA,NA,"Kumbungu","40","variety_trial",NA
906,"Ghana","Northern","Man","community","SARI-Nyumingre (Obare)","SARI-Diedi (Tu-Purple)","SARI-Nan","C","B",NA,NA,NA,NA,NA,NA,"Kumbungu","25","variety_trial",NA
927,"Ghana","Northern","Woman","community","PGN16130-4","CRI-Apomuden","PGN16024-27","B","C",NA,NA,NA,NA,NA,NA,"Kumbungu","23","variety_trial",NA
948,"Ghana","Northern","Woman","community","PGN16203-18","PGN16024-28","CRI-Ligri","C","B",NA,NA,NA,NA,NA,NA,"Kumbungu","27","variety_trial",NA
970,"Ghana","Northern","Woman","community","SARI-Diedi (Tu-Purple)","PGN16030-30","PGN14011-24","C","B",NA,NA,NA,NA,NA,NA,"Kumbungu","40","variety_trial",NA
993,"Ghana","Northern","Woman","community","SARI-Nyumingre (Obare)","PGN16092-6","PGN16021-39","A","B",NA,NA,NA,NA,NA,NA,"Kumbungu","20","variety_trial",NA
1015,"Ghana","Northern","Woman","community","SARI-Nan","PGN16130-4","PGN16024-27","A","C",NA,NA,NA,NA,NA,NA,"Kumbungu","47","variety_trial",NA
1036,"Ghana","Northern","Woman","community","PGN16203-18","CRI-Apomuden","PGN16024-28","B","C",NA,NA,NA,NA,NA,NA,"Kumbungu","50","variety_trial",NA
1058,"Ghana","Northern","Man","community","PGN14011-24","PGN16030-30","CRI-Ligri","A","B",NA,NA,NA,NA,NA,NA,"Kumbungu","27","variety_trial",NA
1080,"Ghana","Northern","Woman","community","SARI-Nyumingre (Obare)","PGN16092-6","SARI-Diedi (Tu-Purple)","C","A",NA,NA,NA,NA,NA,NA,"Kumbungu","37","variety_trial",NA
1102,"Ghana","Northern","Woman","community","SARI-Nan","PGN16021-39","PGN16130-4","A","B",NA,NA,NA,NA,NA,NA,"Kumbungu","30","variety_trial",NA
1124,"Ghana","Northern","Woman","community","PGN16024-27","PGN16203-18","CRI-Apomuden","C","B",NA,NA,NA,NA,NA,NA,"Kumbungu","40","variety_trial",NA
1146,"Ghana","Northern","Woman","community","PGN14011-24","PGN16024-28","CRI-Ligri","A","C",NA,NA,NA,NA,NA,NA,"Kumbungu","47","variety_trial",NA
1168,"Ghana","Northern","Woman","community","PGN16030-30","SARI-Diedi (Tu-Purple)","SARI-Nyumingre (Obare)","A","C",NA,NA,NA,NA,NA,NA,"Kumbungu","45","variety_trial",NA
1189,"Ghana","Northern","Man","community","PGN16021-39","PGN16092-6","SARI-Nan","C","A",NA,NA,NA,NA,NA,NA,"Kumbungu","21","variety_trial",NA
1214,"Ghana","Northern","Woman","community","PGN16130-4","CRI-Apomuden","CRI-Ligri","C","B",NA,NA,NA,NA,NA,NA,"Kumbungu","26","variety_trial",NA
1236,"Ghana","Northern","Woman","community","PGN16203-18","SARI-Diedi (Tu-Purple)","CRI-Ligri","A","C",NA,NA,NA,NA,NA,NA,"Kumbungu","20","variety_trial",NA
1258,"Ghana","Northern","Woman","community","PGN14011-24","SARI-Diedi (Tu-Purple)","PGN16021-39","A","C",NA,NA,NA,NA,NA,NA,"Kumbungu","32","variety_trial",NA
1280,"Ghana","Northern","Woman","community","PGN16024-27","SARI-Nyumingre (Obare)","PGN16021-39","C","A",NA,NA,NA,NA,NA,NA,"Kumbungu","22","variety_trial",NA
1302,"Ghana","Northern","Woman","community","PGN16024-27","SARI-Nan","PGN16024-28","A","C",NA,NA,NA,NA,NA,NA,"Kumbungu","30","variety_trial",NA
1316,"Ghana","Northern","Woman","community","PGN16030-30","PGN16024-28","CRI-Apomuden","B","A",NA,NA,NA,NA,NA,NA,"Kumbungu","30","variety_trial",NA
1317,"Ghana","Northern","Woman","community","CRI-Ligri","PGN16030-30","PGN16092-6","B","C",NA,NA,NA,NA,NA,NA,"Kumbungu","45","variety_trial",NA
1320,"Ghana","Northern","Woman","community","PGN16092-6","SARI-Diedi (Tu-Purple)","PGN16130-4","A","B",NA,NA,NA,NA,NA,NA,"Kumbungu","41","variety_trial",NA
1322,"Ghana","Northern","Woman","community","PGN16203-18","PGN16021-39","PGN16130-4","B","A",NA,NA,NA,NA,NA,NA,"Kumbungu","35","variety_trial",NA
1324,"Ghana","Northern","Woman","community","PGN16203-18","PGN14011-24","PGN16024-27","B","C",NA,NA,NA,NA,NA,NA,"Kumbungu","36","variety_trial",NA
1328,"Ghana","Northern","Woman","community","SARI-Nyumingre (Obare)","PGN14011-24","PGN16024-28","C","A",NA,NA,NA,NA,NA,NA,"Kumbungu","20","variety_trial",NA
1330,"Ghana","Northern","Woman","community","SARI-Nyumingre (Obare)","PGN16030-30","SARI-Nan","C","B",NA,NA,NA,NA,NA,NA,"Kumbungu","45","variety_trial",NA
1331,"Ghana","Northern","Woman","community","CRI-Apomuden","SARI-Nan","PGN16092-6","C","B",NA,NA,NA,NA,NA,NA,"Kumbungu","30","variety_trial",NA
1333,"Ghana","Northern","Woman","community","CRI-Apomuden","PGN16092-6","PGN16030-30","B","C",NA,NA,NA,NA,NA,NA,"Kumbungu","30","variety_trial",NA
1336,"Ghana","Northern","Woman","community","PGN16130-4","PGN16092-6","CRI-Ligri","B","C",NA,NA,NA,NA,NA,NA,"Kumbungu","35","variety_trial",NA
1338,"Ghana","Northern","Woman","community","SARI-Diedi (Tu-Purple)","PGN16203-18","PGN16130-4","A","B",NA,NA,NA,NA,NA,NA,"Kumbungu","35","variety_trial",NA
1339,"Ghana","Northern","Woman","community","PGN16021-39","PGN16203-18","PGN14011-24","B","A",NA,NA,NA,NA,NA,NA,"Kumbungu","35","variety_trial",NA
1342,"Ghana","Northern","Man","community","PGN16024-27","PGN14011-24","SARI-Nyumingre (Obare)","C","B",NA,NA,NA,NA,NA,NA,"Kumbungu","40","variety_trial",NA
1344,"Ghana","Northern","Woman","community","PGN16024-28","SARI-Nan","SARI-Nyumingre (Obare)","C","B",NA,NA,NA,NA,NA,NA,"Kumbungu","30","variety_trial",NA
1346,"Ghana","Northern","Woman","community","SARI-Nan","CRI-Apomuden","PGN16030-30","C","A",NA,NA,NA,NA,NA,NA,"Kumbungu","25","variety_trial",NA
1349,"Ghana","Northern","Woman","community","CRI-Apomuden","CRI-Ligri","PGN16092-6","B","C",NA,NA,NA,NA,NA,NA,"Kumbungu","56","variety_trial",NA
1351,"Ghana","Northern","Woman","community","CRI-Ligri","PGN16130-4","SARI-Diedi (Tu-Purple)","A","B",NA,NA,NA,NA,NA,NA,"Kumbungu","25","variety_trial",NA
1353,"Ghana","Northern","Woman","community","PGN16021-39","PGN16203-18","SARI-Diedi (Tu-Purple)","B","A",NA,NA,NA,NA,NA,NA,"Kumbungu","45","variety_trial",NA
1356,"Ghana","Northern","Man","community","PGN14011-24","PGN16021-39","PGN16024-27","C","A",NA,NA,NA,NA,NA,NA,"Kumbungu","38","variety_trial",NA
1358,"Ghana","Northern","Woman","community","SARI-Nyumingre (Obare)","PGN16024-27","PGN16024-28","B","A",NA,NA,NA,NA,NA,NA,"Kumbungu","30","variety_trial",NA
1360,"Ghana","Northern","Woman","community","PGN16030-30","SARI-Nan","PGN16024-28","A","C",NA,NA,NA,NA,NA,NA,"Kumbungu","61","variety_trial",NA
1361,"Ghana","Northern","Man","community","CRI-Apomuden","PGN16092-6","PGN16024-28","C","A",NA,NA,NA,NA,NA,NA,"Kumbungu","18","variety_trial",NA
1363,"Ghana","Northern","Woman","community","CRI-Ligri","PGN16130-4","PGN16030-30","A","C",NA,NA,NA,NA,NA,NA,"Kumbungu","18","variety_trial",NA
1366,"Ghana","Northern","Man","community","PGN16092-6","SARI-Diedi (Tu-Purple)","PGN16203-18","A","C",NA,NA,NA,NA,NA,NA,"Kumbungu","56","variety_trial",NA
1368,"Ghana","Northern","Woman","community","PGN14011-24","PGN16130-4","PGN16021-39","A","C",NA,NA,NA,NA,NA,NA,"Kumbungu","22","variety_trial",NA
1372,"Ghana","Northern","Woman","community","PGN16024-27","PGN16203-18","SARI-Nyumingre (Obare)","C","B",NA,NA,NA,NA,NA,NA,"Kumbungu","28","variety_trial",NA
1374,"Ghana","Northern","Woman","community","PGN16024-28","SARI-Nan","PGN14011-24","C","A",NA,NA,NA,NA,NA,NA,"Kumbungu","39","variety_trial",NA
1376,"Ghana","Northern","Woman","community","PGN16030-30","SARI-Nyumingre (Obare)","CRI-Apomuden","C","A",NA,NA,NA,NA,NA,NA,"Kumbungu","32","variety_trial",NA
1377,"Ghana","Northern","Woman","community","CRI-Ligri","SARI-Nan","PGN16092-6","C","A",NA,NA,NA,NA,NA,NA,"Kumbungu","37","variety_trial",NA
1380,"Ghana","Northern","Woman","community","PGN16130-4","CRI-Apomuden","SARI-Diedi (Tu-Purple)","B","A",NA,NA,NA,NA,NA,NA,"Kumbungu","36","variety_trial",NA
1381,"Ghana","Northern","Woman","community","PGN16021-39","CRI-Ligri","PGN16203-18","B","A",NA,NA,NA,NA,NA,NA,"Kumbungu","40","variety_trial",NA
1384,"Ghana","Northern","Woman","community","PGN16024-27","PGN14011-24","SARI-Diedi (Tu-Purple)","B","C",NA,NA,NA,NA,NA,NA,"Kumbungu","25","variety_trial",NA
1385,"Ghana","Northern","Woman","community","PGN16024-28","PGN16021-39","SARI-Nyumingre (Obare)","B","C",NA,NA,NA,NA,NA,NA,"Kumbungu","56","variety_trial",NA
1387,"Ghana","Northern","Man","community","PGN16030-30","SARI-Nan","PGN16024-27","C","A",NA,NA,NA,NA,NA,NA,"Kumbungu","33","variety_trial",NA
1389,"Ghana","Northern","Woman","community","PGN16092-6","PGN16024-27","CRI-Apomuden","B","C",NA,NA,NA,NA,NA,NA,"Kumbungu","24","variety_trial",NA
1393,"Ghana","Northern","Man","community","PGN16130-4","PGN16024-28","CRI-Ligri","B","C",NA,NA,NA,NA,NA,NA,"Kumbungu","32","variety_trial",NA
1395,"Ghana","Northern","Woman","community","SARI-Diedi (Tu-Purple)","PGN16203-18","PGN16030-30","C","B",NA,NA,NA,NA,NA,NA,"Kumbungu","25","variety_trial",NA
1397,"Ghana","Northern","Woman","community","PGN16092-6","PGN14011-24","PGN16021-39","C","B",NA,NA,NA,NA,NA,NA,"Kumbungu","57","variety_trial",NA
1399,"Ghana","Northern","Man","community","PGN16024-27","SARI-Nyumingre (Obare)","PGN16130-4","B","C",NA,NA,NA,NA,NA,NA,"Kumbungu","40","variety_trial",NA
1401,"Ghana","Northern","Woman","community","PGN16203-18","PGN16024-28","SARI-Nan","C","A",NA,NA,NA,NA,NA,NA,"Kumbungu","51","variety_trial",NA
1402,"Ghana","Northern","Woman","community","CRI-Apomuden","PGN14011-24","PGN16030-30","C","B",NA,NA,NA,NA,NA,NA,"Kumbungu","32","variety_trial",NA
1404,"Ghana","Northern","Woman","community","CRI-Ligri","PGN16092-6","SARI-Nyumingre (Obare)","B","C",NA,NA,NA,NA,NA,NA,"Kumbungu","50","variety_trial",NA
1407,"Ghana","Northern","Man","community","PGN16130-4","SARI-Nan","SARI-Diedi (Tu-Purple)","C","B",NA,NA,NA,NA,NA,NA,"Kumbungu","35","variety_trial",NA
1408,"Ghana","Northern","Man","community","PGN16021-39","PGN16203-18","CRI-Apomuden","B","C",NA,NA,NA,NA,NA,NA,"Kumbungu","19","variety_trial",NA
1411,"Ghana","Northern","Woman","community","PGN16024-27","CRI-Ligri","PGN14011-24","C","A",NA,NA,NA,NA,NA,NA,"Kumbungu","40","variety_trial",NA
1415,"Ghana","Northern","Man","community","SARI-Diedi (Tu-Purple)","PGN16024-28","SARI-Nyumingre (Obare)","A","C",NA,NA,NA,NA,NA,NA,"Kumbungu","28","variety_trial",NA
1417,"Ghana","Northern","Man","community","PGN16030-30","SARI-Nan","PGN16021-39","B","A",NA,NA,NA,NA,NA,NA,"Kumbungu","19","variety_trial",NA
1418,"Ghana","Northern","Woman","community","CRI-Apomuden","PGN16021-39","PGN16092-6","B","C",NA,NA,NA,NA,NA,NA,"Kumbungu","58","variety_trial",NA
1420,"Ghana","Northern","Woman","community","CRI-Ligri","PGN16024-27","PGN16130-4","B","A",NA,NA,NA,NA,NA,NA,"Kumbungu","40","variety_trial",NA
1423,"Ghana","Northern","Man","community","PGN16024-28","PGN16203-18","SARI-Diedi (Tu-Purple)","B","C",NA,NA,NA,NA,NA,NA,"Kumbungu","50","variety_trial",NA
1425,"Ghana","Northern","Woman","community","PGN16030-30","PGN14011-24","PGN16021-39","B","C",NA,NA,NA,NA,NA,NA,"Kumbungu","35","variety_trial",NA
1427,"Ghana","Northern","Woman","community","PGN16024-27","PGN16092-6","SARI-Nyumingre (Obare)","A","B",NA,NA,NA,NA,NA,NA,"Kumbungu","45","variety_trial",NA
1428,"Ghana","Northern","Woman","community","PGN16024-28","PGN16130-4","SARI-Nan","C","A",NA,NA,NA,NA,NA,NA,"Kumbungu","56","variety_trial",NA
1430,"Ghana","Northern","Man","community","PGN16030-30","CRI-Apomuden","PGN16203-18","A","C",NA,NA,NA,NA,NA,NA,"Kumbungu","40","variety_trial",NA
1432,"Ghana","Northern","Woman","community","PGN14011-24","CRI-Ligri","PGN16092-6","A","B",NA,NA,NA,NA,NA,NA,"Kumbungu","45","variety_trial",NA
539,"Ghana","Northern","Man","community","PGN16130-4","SARI-Nyumingre (Obare)","SARI-Diedi (Tu-Purple)","B","A",NA,NA,NA,NA,NA,NA,"Kumbungu","31","variety_trial",NA
541,"Ghana","Northern","Woman","community","PGN16203-18","SARI-Nan","PGN16021-39","A","C",NA,NA,NA,NA,NA,NA,"Kumbungu","56","variety_trial",NA
542,"Ghana","Northern","Man","community","CRI-Apomuden","PGN14011-24","PGN16024-27","A","B",NA,NA,NA,NA,NA,NA,"Kumbungu","29","variety_trial",NA
544,"Ghana","Northern","Woman","community","CRI-Ligri","SARI-Nyumingre (Obare)","PGN16024-28","B","A",NA,NA,NA,NA,NA,NA,"Kumbungu","32","variety_trial",NA
547,"Ghana","Northern","Woman","community","SARI-Nan","SARI-Diedi (Tu-Purple)","PGN16030-30","A","B",NA,NA,NA,NA,NA,NA,"Kumbungu","47","variety_trial",NA
549,"Ghana","Northern","Woman","community","SARI-Diedi (Tu-Purple)","PGN16092-6","CRI-Apomuden","A","B",NA,NA,NA,NA,NA,NA,"Kumbungu","23","variety_trial",NA
551,"Ghana","Northern","Man","community","PGN16130-4","CRI-Ligri","PGN16021-39","B","C",NA,NA,NA,NA,NA,NA,"Kumbungu","21","variety_trial",NA
553,"Ghana","Northern","Woman","community","SARI-Diedi (Tu-Purple)","PGN16024-27","PGN16203-18","B","C",NA,NA,NA,NA,NA,NA,"Kumbungu","22","variety_trial",NA
555,"Ghana","Northern","Woman","community","PGN16024-28","PGN14011-24","PGN16021-39","C","A",NA,NA,NA,NA,NA,NA,"Kumbungu","55","variety_trial",NA
557,"Ghana","Northern","Man","community","SARI-Nyumingre (Obare)","PGN16024-27","PGN16030-30","A","B",NA,NA,NA,NA,NA,NA,"Kumbungu","30","variety_trial",NA
561,"Ghana","Northern","Woman","community","PGN16024-28","PGN16092-6","SARI-Nan","A","B",NA,NA,NA,NA,NA,NA,"Kumbungu","42","variety_trial",NA
563,"Ghana","Northern","Woman","community","PGN16030-30","CRI-Apomuden","PGN16130-4","B","A",NA,NA,NA,NA,NA,NA,"Kumbungu","32","variety_trial",NA
565,"Ghana","Northern","Man","community","PGN16092-6","PGN16203-18","CRI-Ligri","A","B",NA,NA,NA,NA,NA,NA,"Kumbungu","22","variety_trial",NA
567,"Ghana","Northern","Man","community","PGN14011-24","SARI-Diedi (Tu-Purple)","PGN16130-4","A","C",NA,NA,NA,NA,NA,NA,"Kumbungu","24","variety_trial",NA
568,"Ghana","Northern","Woman","community","PGN16203-18","PGN16021-39","SARI-Nyumingre (Obare)","C","A",NA,NA,NA,NA,NA,NA,"Kumbungu","36","variety_trial",NA
570,"Ghana","Northern","Woman","community","SARI-Nan","PGN16024-27","PGN14011-24","C","B",NA,NA,NA,NA,NA,NA,"Kumbungu","18","variety_trial",NA
571,"Ghana","Northern","Woman","community","CRI-Apomuden","PGN16024-28","SARI-Nyumingre (Obare)","A","C",NA,NA,NA,NA,NA,NA,"Kumbungu","20","variety_trial",NA
574,"Ghana","Northern","Man","community","SARI-Nan","CRI-Ligri","PGN16030-30","A","C",NA,NA,NA,NA,NA,NA,"Kumbungu","20","variety_trial",NA
576,"Ghana","Northern","Man","community","PGN16092-6","CRI-Ligri","CRI-Apomuden","B","A",NA,NA,NA,NA,NA,NA,"Kumbungu","30","variety_trial",NA
578,"Ghana","Northern","Man","community","SARI-Diedi (Tu-Purple)","CRI-Ligri","PGN16130-4","B","A",NA,NA,NA,NA,NA,NA,"Kumbungu","18","variety_trial",NA
582,"Ghana","Northern","Man","community","SARI-Diedi (Tu-Purple)","PGN16021-39","PGN16203-18","B","C",NA,NA,NA,NA,NA,NA,"Kumbungu","26","variety_trial",NA
583,"Ghana","Northern","Man","community","PGN16021-39","PGN14011-24","PGN16024-27","B","C",NA,NA,NA,NA,NA,NA,"Kumbungu","26","variety_trial",NA
585,"Ghana","Northern","Man","community","SARI-Nyumingre (Obare)","PGN16024-28","PGN16024-27","A","C",NA,NA,NA,NA,NA,NA,"Kumbungu","25","variety_trial",NA
587,"Ghana","Northern","Man","community","PGN16024-28","PGN16030-30","SARI-Nan","C","B",NA,NA,NA,NA,NA,NA,"Kumbungu","30","variety_trial",NA
589,"Ghana","Northern","Woman","community","PGN16030-30","CRI-Apomuden","PGN16092-6","B","A",NA,NA,NA,NA,NA,NA,"Kumbungu","45","variety_trial",NA
591,"Ghana","Northern","Woman","community","PGN16130-4","PGN16092-6","CRI-Ligri","A","B",NA,NA,NA,NA,NA,NA,"Kumbungu","25","variety_trial",NA
593,"Ghana","Northern","Man","community","PGN16203-18","SARI-Diedi (Tu-Purple)","PGN16130-4","B","C",NA,NA,NA,NA,NA,NA,"Kumbungu","20","variety_trial",NA
595,"Ghana","Northern","Woman","community","PGN16203-18","PGN16021-39","PGN14011-24","A","C",NA,NA,NA,NA,NA,NA,"Kumbungu","65","variety_trial",NA
597,"Ghana","Northern","Woman","community","PGN16024-27","SARI-Nyumingre (Obare)","PGN14011-24","A","C",NA,NA,NA,NA,NA,NA,"Kumbungu","40","variety_trial",NA
599,"Ghana","Northern","Woman","community","SARI-Nan","PGN16024-28","SARI-Nyumingre (Obare)","A","C",NA,NA,NA,NA,NA,NA,"Kumbungu","30","variety_trial",NA
602,"Ghana","Northern","Man","community","CRI-Apomuden","SARI-Nan","PGN16030-30","C","B",NA,NA,NA,NA,NA,NA,"Kumbungu","21","variety_trial",NA
605,"Ghana","Northern","Woman","community","PGN16024-28","PGN16030-30","CRI-Apomuden","C","B",NA,NA,NA,NA,NA,NA,"Kumbungu","36","variety_trial",NA
607,"Ghana","Northern","Woman","community","PGN16030-30","CRI-Ligri","PGN16092-6","A","B",NA,NA,NA,NA,NA,NA,"Kumbungu","25","variety_trial",NA
609,"Ghana","Northern","Woman","community","PGN16092-6","PGN16130-4","SARI-Diedi (Tu-Purple)","A","C",NA,NA,NA,NA,NA,NA,"Kumbungu","23","variety_trial",NA
610,"Ghana","Northern","Woman","community","PGN16021-39","PGN16130-4","PGN16203-18","C","A",NA,NA,NA,NA,NA,NA,"Kumbungu","25","variety_trial",NA
613,"Ghana","Northern","Woman","community","PGN16203-18","PGN16024-27","PGN14011-24","C","A",NA,NA,NA,NA,NA,NA,"Kumbungu","23","variety_trial",NA
615,"Ghana","Northern","Woman","community","PGN14011-24","SARI-Nyumingre (Obare)","PGN16024-28","C","B",NA,NA,NA,NA,NA,NA,"Kumbungu","41","variety_trial",NA
617,"Ghana","Northern","Man","community","SARI-Nan","SARI-Nyumingre (Obare)","PGN16030-30","C","B",NA,NA,NA,NA,NA,NA,"Kumbungu","35","variety_trial",NA
619,"Ghana","Northern","Woman","community","SARI-Nan","PGN16092-6","CRI-Apomuden","A","B",NA,NA,NA,NA,NA,NA,"Kumbungu","36","variety_trial",NA
620,"Ghana","Northern","Woman","community","CRI-Apomuden","PGN16130-4","CRI-Ligri","C","B",NA,NA,NA,NA,NA,NA,"Kumbungu","60","variety_trial",NA
625,"Ghana","Northern","Woman","community","PGN16203-18","CRI-Ligri","SARI-Diedi (Tu-Purple)","C","B",NA,NA,NA,NA,NA,NA,"Kumbungu","25","variety_trial",NA
627,"Ghana","Northern","Woman","community","PGN14011-24","SARI-Diedi (Tu-Purple)","PGN16021-39","B","C",NA,NA,NA,NA,NA,NA,"Kumbungu","35","variety_trial",NA
629,"Ghana","Northern","Woman","community","SARI-Nyumingre (Obare)","PGN16024-27","PGN16021-39","B","C",NA,NA,NA,NA,NA,NA,"Kumbungu","36","variety_trial",NA
631,"Ghana","Northern","Woman","community","PGN16024-28","PGN16024-27","SARI-Nan","A","B",NA,NA,NA,NA,NA,NA,"Kumbungu","34","variety_trial",NA
633,"Ghana","Northern","Woman","community","PGN16030-30","PGN16024-27","CRI-Apomuden","A","C",NA,NA,NA,NA,NA,NA,"Kumbungu","20","variety_trial",NA
635,"Ghana","Northern","Woman","community","PGN16092-6","CRI-Ligri","PGN16024-28","B","A",NA,NA,NA,NA,NA,NA,"Kumbungu","28","variety_trial",NA
637,"Ghana","Northern","Woman","community","PGN16030-30","PGN16130-4","SARI-Diedi (Tu-Purple)","C","A",NA,NA,NA,NA,NA,NA,"Kumbungu","32","variety_trial",NA
639,"Ghana","Northern","Woman","community","PGN16092-6","PGN16203-18","PGN16021-39","C","A",NA,NA,NA,NA,NA,NA,"Kumbungu","40","variety_trial",NA
